originalName	newName
Solanum bahamanense	Solanum bahamense
Solanum bonaeriense	Solanum bonariense
Solanum cfoppositifolium	Solanum oppositifolium
Solanum densivestitum	Solanum densevestitum
Solanum ferocissium	Solanum ferocissimum
Solanum ferrocissimum	Solanum ferocissimum
Solanum panduraeforme	Solanum panduriforme
Solanum rantonnei	Solanum rantonnetii
Solanum sodomaeum	Solanum sodomeum
Solanum straminifolia	Solanum stramoniifolium
Sorocea guillemiana	Sorocea guilleminiana
Sorocea piliata	Sorocea pileata
Sparrmannia africana	Sparmannia africana
Sparrmannia ricinocarpa	Sparmannia ricinocarpa
Spathodea companulata	Spathodea campanulata
Sphagnum angustifolium	Solanum angustifolium
Sphagnum magellanicum	Gnaphalium magellanicum
Sphenostemon papuantum	Sphenostemon papuanus
Spiraea aquilegifolia	Spiraea aquilegiifolia
Sporobolus mitchelli	Sporobolus mitchellii
Spyridium halmaturina	Spyridium halmaturinum
Stachys alopecurus	Stachys alopecuros
Stachys longeipicata	Stachys longespicata
Stenoloma chusana	Stenoloma chusanum
Stewartia pseudo-cammellia	Stewartia pseudocamellia
Sticherus owhyensis	Sticherus owhyhensis
Stipa caudatum	Stipa caudata
Stipa eryostachia	Stipa eriostachya
Stipa extremiorientale	Stipa extremiorientalis
Stipa goardis	Stipa grandis
Stipa lessoniana	Stipa lessingiana
Storckiella australensis	Storckiella australiensis
Streblus elongata	Streblus elongatus
Strephonema pseudocolum	Strephonema pseudocola
Streptanth cutleri	Streptanthus cutleri
Streptanth tortuosus	Streptanthus tortuosus
Strobilanthes anisophyllus	Strobilanthes anisophylla
Stromanthe jackinii	Stromanthe jacquinii
Strophostyles pauciflora	Strophostyles pauciflorus
Strychnos gobertiana	Strychnos jobertiana
Strychnos nuxvomica	Strychnos nux-vomica
Stuartia cordifolia	Stewartia cordifolia
Stuartia koreana	Stewartia koreana
Stuartia malachodendron	Stewartia malacodendron
Stuartia ovata	Stewartia ovata
Stuartia pseudo-camellia	Stewartia pseudocamellia
Stuartia pseudocamellia	Stewartia pseudocamellia
Stuartia rubiginosa	Stewartia rubiginosa
Stuartia sinensis	Stewartia sinensis
Stuartia yunnanensis	Stewartia yunnanensis
Styrax americana	Styrax americanus
Styrax grandifolium	Styrax grandifolius
Styrax hemsleyana	Styrax hemsleyanus
Styrax japonica	Styrax japonicus
Styrax japonicum	Styrax japonicus
Styrax leprosum	Styrax leprosus
Styrax odoratissimum	Styrax odoratissimus
Styrax polyspermum	Styrax polyspermus
Styrax serrulatum	Styrax serrulatus
Styrax suberifolia	Styrax suberifolius
Suaeda macrophylla	Suaeda microphylla
Swartzia argencea	Swartzia argentea
Swartzia langsdorfii	Swartzia langsdorffii
Swartzia polyphyllo	Swartzia polyphylla
Swintonia schwenkii	Swintonia schwenckii
Syagrus romanzoffianum	Syagrus romanzoffiana
Symphonia louvelii	Symphonia louveli
Symplocos austinsmithii	Symplocos austin-smithii
Symplocos pseudo-nitida	Symplocos pseudonitida
Syncarpha milliflora	Syncarpha milleflora
Syncarpha molle	Syncarpha milleflora
Synclostemon densiflorus	Syncolostemon densiflorus
Syncolostemon elliotti	Syncolostemon elliottii
Syngonium hoffmanii	Syngonium hoffmannii
Syringa oblate	Syringa oblata
Syzygium alliilignium	Syzygium alliiligneum
Syzygium apodophyllym	Syzygium apodophyllum
Syzygium argyropdium	Syzygium argyropedicum
Syzygium argyropodicum	Syzygium argyropedicum
Syzygium buettneranum	Syzygium buettnerianum
Syzygium canicortis	Syzygium canicortex
Syzygium chathayensis	Syzygium cathayense
Syzygium danesiei	Syzygium dansiei
Syzygium gustvoides	Syzygium gustavioides
Syzygium luehmanii	Syzygium luehmannii
Syzygium macilwraitheanum	Syzygium macilwraithianum
Syzygium trachyphloia	Syzygium trachyphloium
Syzygium ubicundum	Syzygium rubicundum
Tabebuia billbergiana	Handroanthus billbergii
Tabebuia ochraceae	Tabebuia ochracea
Tabebuia roseo-alba	Tabebuia roseoalba
Tabernaemontana letrastadiya	Tabernaemontana tetrastachya
Tacca leontopetalodes	Tacca leontopetaloides
Taeniatherum caput	Taeniatherum caput-medusae
Takaikatzuchia lomonossowii	Takeikadzuchia lomonossowii
Talinum arnotii	Talinum arnottii
Talisia olivaeformis	Talisia oliviformis
Tanacetum audiberti	Tanacetum audibertii
Tanacetum cinerariaefolium	Tanacetum cinerariifolium
Tarasa carrateae	Tarasa cerrateae
Tarasa odonelii	Tarasa odonellii
Taraxacum leucantum	Taraxacum leucanthum
Tarenna lasiorachis	Tarenna lasiorhachis
Tauschia kellogii	Tauschia kelloggii
Tchamnochortus dichotomus	Thamnochortus dichotomus
Teclea verdooniana	Teclea verdoorniana
Tecoma azaliaceae	Tecoma araliacea
Tectaria panamense	Tectaria panamensis
Temstraemia candolleana	Ternstroemia candolleana
Terminalia amazonica	Terminalia amazonia
Terminalia avicennoides	Terminalia avicennioides
Terminalia copelandi	Terminalia copelandii
Terminalia fernandiana	Terminalia ferdinandiana
Terminalia incana	Terminalia canaliculata
Tessaria dodoneaefolia	Tessaria dodonaeifolia
Tessmannia dewildemanniana	Tessmannia dewildemaniana
Tetraena longistipula	Tetraena longistipulata
Tetrapanax papyriferum	Tetrapanax papyrifer
Tetrarrhenia distichophylla	Ehrharta distichophylla
Tetratheca shiresii	Tetratheca shiressii
Tetrathylacium johanseni	Tetrathylacium johansenii
Tetrazigia bicolor	Tetrazygia bicolor
Tetrorchidium rubrinervium	Tetrorchidium rubrivenium
Teucrium expansum	Teucrium expassum
Thalictrum acteaefolium	Thalictrum actaeifolium
Thalictrum aquilegifolium	Thalictrum aquilegiifolium
Thereianthus lapeyrousioides	Thereianthus lapeyrouseoides
Thevetia paruviana	Thevetia peruviana
Thouinia pancidentata	Thouinia paucidentata
Thuidium tamariscinum	Thesium tamariscinum
Thuja borealis	Phaethusa borealis
Thujopsis dolobrata	Thujopsis dolabrata
Thymus capilatus	Thymus capitatus
Thymus chaubardi	Thymus chaubardii
Thymus kosteleckianus	Thymus kosteleckyanus
Thymus marschalianum	Thymus marschallianus
Thymus officinalis	Euhemus officinalis
Thymus splendens	Lathyrus splendens
Thyrocarpus sampsoni	Thyrocarpus sampsonii
Tilia europea	Tilia europaea
Tilia moggolica	Tilia mongolica
Tilla moggolica	Tilia mongolica
Tithonia tubiformis	Tithonia tubaeformis
Topobaea praecox	Topobea praecox
Tovomita brevistamina	Tovomita brevistaminea
Trachymene cyanopetalea	Trachymene cyanopetala
Tradescantia ohioensis	Tradescantia ohiensis
Tradescantia purpurea	Tradescantia purpurascens
Trattinickia aspera	Trattinnickia aspera
Trattinickia rhoifolia	Trattinnickia rhoifolia
Trevoa trinervis	Trevoa trinervia
Trianthema portulacastra	Trianthema portulacastrum
Trichilia casaretti	Trichilia casarettoi
Trichilia clausseni	Trichilia claussenii
Trichilia propingua	Trichilia propinqua
Trichilia volkensis	Trichilia volkensii
Trichodesma africana	Trichodesma africanum
Trichodesma tinifolia	Trichodesma tinctoria
Trichophorum caespitos	Trichophorum cespitosum
Trichopteris microdonta	Cyathea microdonta
Trichopteris trichiata	Cyathea bicrenata
Trichostema brachiatus	Trichostema brachiatum
Trifolium constantinopolitonum	Trifolium constantinopolitanum
Trifolium ornithopoides	Trifolium ornithopodioides
Triglochin bulbosum	Triglochin bulbosa
Triglochin triandrum	Triglochin triandra
Trigonella cephalotus	Trigonella cephalotes
Trigonella coelesyriaca	Trigonella caelesyriaca
Trigonella edelbergi	Trigonella edelbergii
Trigonella pamphylitica	Trigonella pamphylica
Trigonobalanus verticillatus	Trigonobalanus verticillata
Trigynaea triplinervia	Trigynaea triplinervis
Trilepisium madagascariensis	Trilepisium madagascariense
Trilium undulatum	Trillium undulatum
Trillium grandiflora	Trillium grandiflorum
Tripleurospermum maritima	Tripleurospermum maritimum
Tripleurospermum perforata	Tripleurospermum perforatum
Triticum pennsylvanicum	Trisetum pennsylvanicum
Trochocarpa cunnighamii	Trochocarpa cunninghamii
Tropterygium forrestii	Tripterygium forrestii
Turpinia ternate	Turpinia ternata
Turraeanthus africanus	Turraeanthus africana
Ugni mollinae	Ugni molinae
Ulmus propinque	Ulmus propinqua
Uncinia unciniata	Uncinia uncinata
Unonopsis guatteriodes	Unonopsis guatterioides
Urtica kiovensis	Urtica kioviensis
Uvaria lastourvillensis	Uvaria lastoursvillensis
Uvaria websteri	Ligularia websteri
Vaccinium altomontanum	Vaccinium alto-montanum
Vaccinium ulignosum	Vaccinium uliginosum
Vaccinium vitisidaea	Vaccinium vitis-idaea
Valeriana fedtschenkovi	Valeriana fedtschenkoi
Vatica enderti	Vatica endertii
Vatica siamensis	Vatica sinensis
Verbascum berytheum	Verbascum beryteum
Verbascum songoricum	Verbascum songaricum
Verbascum urumoffi	Verbascum urumoffii
Vernonia baldwini	Vernonia baldwinii
Vernonia biafae	Vernonia biafrae
Vernonia nummulariaefolia	Vernonia nummulariifolia
Veronica arborescens	Vernonia arborescens
Veronica cataractae	Veronica catarractae
Veronica hederaefolia	Veronica hederifolia
Veronica jacquini	Veronica jacquinii
Veronica sandersoni	Veronica hendersonii
Veronica vendellioides	Veronica vandellioides
Verticordia hoegelii	Verticordia huegelii
Vicia epitolaris	Vicia epetiolaris
Vicia pennonica	Vicia pannonica
Viola rivinia	Viola riviniana
Viola tianschanica	Viola thianschanica
Virola indet	Viola induta
Vitex crymosa	Vitex cymosa
Vittadenia dissecta	Vittadinia dissecta
Vochysia lehmanii	Vochysia lehmannii
Wahlenbergia tsaratanae	Wahlenbergia tsaratananae
Waldsteinia fragaroides	Waldsteinia fragarioides
Waterhousea hedraiaphylla	Waterhousea hedraiophylla
Watsonia vanderspuyiae	Watsonia vanderspuyae
Weigela middendorffiana	Weigela middendorfiana
Wiedemannia orieutalis	Wiedemannia orientalis
Witheringia asterotrica	Witheringia asterotricha
Xanthisma incisifolium	Xanthisma incisifolia
Xanthium alpinum	Xanthium albinum
Xanthoceras sorbifolia	Xanthoceras sorbifolium
Xanthophyllum eurynchum	Xanthophyllum eurhynchum
Xanthophyllum siamensis	Xanthophyllum siamense
Xanthorrhea media	Xanthorrhoea media
Xanthosoma aristequietae	Xanthosoma aristeguietae
Xanthostemon aurantiacum	Xanthostemon aurantiacus
Xanthostemon chrysanthos	Xanthostemon chrysanthus
Xanthostemon glaucum	Xanthostemon glaucus
Xanthostemon macrophyllum	Xanthostemon macrophyllus
Xanthostemon multiflorum	Xanthostemon multiflorus
Xanthostemon myrtifolium	Xanthostemon myrtifolius
Xanthostemon sulfureum	Xanthostemon sulfureus
Xanthostemon vieillardi	Xanthostemon vieillardii
Xylopia indet	Xylopia intermedia
Xylopia quintassii	Xylopia quintasii
Xylopia richardi	Xylopia richardii
Xylosma bahamense	Xylosma bahamensis
Xylosma bernardianum	Xylosma bernardiana
Xylosma chloranthum	Xylosma chlorantha
Xylosma ciliatifolium	Xylosma ciliatifolia
Xylosma coriaceum	Xylosma coriacea
Xylosma flexuosum	Xylosma flexuosa
Xylosma gigantifolium	Xylosma gigantifolia
Xylosma grossecrenatum	Xylosma grossecrenata
Xylosma hispidulum	Xylosma hispidula
Xylosma inaequinervium	Xylosma inaequinervia
Xylosma intermedium	Xylosma intermedia
Xylosma kaalaense	Xylosma kaalaensis
Xylosma lancifolium	Xylosma lancifolia
Xylosma lineolatum	Xylosma lineolata
Xylosma martinicense	Xylosma martinicensis
Xylosma molestum	Xylosma molesta
Xylosma nitidum	Xylosma nitida
Xylosma oligandrum	Xylosma oligandra
Xylosma pachyphyllum	Xylosma pachyphylla
Xylosma paucinervosum	Xylosma paucinervosa
Xylosma quichense	Xylosma quichensis
Xylosma rhombifolium	Xylosma rhombifolia
Xylosma rubicundum	Xylosma rubicunda
Xylosma schwaneckeanum	Xylosma schwaneckeana
Xylosma serpentinum	Xylosma serpentina
Xylosma spiculiferum	Xylosma spiculifera
Xylosma tuberculatum	Xylosma tuberculata
Xylosma velutinum	Xylosma velutina
Xylosma venosum	Xylosma venosa
Yucca reverchoni	Yucca reverchonii
Zanthoxylum acuminata	Zanthoxylum acuminatum
Zanthoxylum brassii	Zanthoxylum quassiifolium
Zelkovia serrata	Zelkova serrata
Zeltnera muhlenbergii	Zeltnera muehlenbergii
Zerna erectas	Zerna erecta
Zieria oreocaena	Zieria oreocena
Zippelia begoniaefolia	Zippelia begoniifolia
Ziziphus taylori	Ziziphus taylorii
Zizyphus glaberrima	Ziziphus glaberrima
Zizyphus jujuba	Ziziphus jujuba
Zizyphus mistol	Ziziphus mistol
Zizyphus spinachristi	Ziziphus spina-christi
Zostera novozelandica	Zostera novazelandica
Zuckia brandegei	Zuckia brandegeei
Zygogynum pauciflora	Zygogynum pauciflorum
Zygogynum viellardii	Zygogynum vieillardii
Allocasuarina leuhmannii	Allocasuarina luehmannii
Alyssum macrocarpus	Alyssum macrocarpum
Anastatica hierochuntia	Anastatica hierochuntica
Angelica lyalli	Angelica lyallii
Anthurium maximun	Anthurium maximum
Apera spicaventi	Apera spica-venti
Aporusa arborea	Aporosa arborea
Aporusa confusa	Aporosa confusa
Aporusa lucida	Aporosa lucida
Aporusa lunatum	Aporosa lunata
Aristotelia fruiticosa	Aristotelia fruticosa
Arrabidaea mollisima	Arrabidaea mollissima
Artemisia capestris	Artemisia campestris
Artemisia trientata	Artemisia tridentata
Artocarpus dadak	Artocarpus dadah
Artocarpus elastica	Artocarpus elasticus
Artocarpus heterophylla	Artocarpus heterophyllus
Artocarpus hirsuta	Artocarpus hirsutus
Artocarpus integrifolia	Artocarpus integrifolius
Aruncus silvester	Aruncus sylvester
Asarum virginica	Asarum virginianum
Aster lucidulis	Aster lucidulus
Astragalus kotschyana	Astragalus kotschyanus
Atropa belladona	Atropa belladonna
Beckmannia erucaeformis	Beckmannia eruciformis
Berberis wilsonii	Berberis wilsoniae
Betula blandulosa	Betula glandulosa
Blakstonia perfoliata	Blackstonia perfoliata
Bothriochloa ischemum	Bothriochloa ischaemum
Bromus madritiensis	Bromus madritensis
Calamagrostis purpuras	Calamagrostis purpurascens
Calliandra rubiflora	Calliandra pubiflora
Camellia longruiensis	Camellia lungyaiensis
Camphorozma monspeliacum	Camphorosma monspeliaca
Canarium schweinfurthii	Canarium schweinfurtii
Capparis erythrocarpa	Capparis erythrocarpos
Carex nebrascencis	Carex nebrascensis
Carya illinoensis	Carya illinoinensis
Caulophyllum brasiliense	Calophyllum brasiliense
Celastrus sspicata	Celastrus subspicata
Celmisia hieracifolia	Celmisia hieraciifolia
Chenopodium auricomun	Chenopodium auricomum
Chorizema dicksoni	Chorizema dicksonii
Cichorium endiva	Cichorium endivia
Cinnamomum burmanii	Cinnamomum burmannii
Cissampelos pereira	Cissampelos pareira
Cissus auricoma	Cissus auricomus
Cistus salvifoliu	Cistus salviifolius
Cistus salvifolius	Cistus salviifolius
Cleistanthus bridellifolius	Cleistanthus brideliifolius
Clidemia capitella	Clidemia capitellata
Coccoloba lehmanni	Coccoloba lehmannii
Coccoloba univera	Coccoloba uvifera
Coleonema juniperum	Coleonema juniperinum
Colutea istrya	Colutea istria
Conioselinum tartaricum	Conioselinum tataricum
Copaifera langsdorfii	Copaifera langsdorffii
Cornus nuttalli	Cornus nuttallii
Cortusa matthiola	Cortusa matthioli
Cotoneaster nummularia	Cotoneaster nummularius
Cotoneaster roseus	Cotoneaster rosea
Dactylotenium aegyptium	Dactyloctenium aegyptium
Dalechampia tiliaefolia	Dalechampia tiliifolia
Delphinium bolosi	Delphinium bolosii
Delphinium purpusi	Delphinium purpusii
Diospyros melinonii	Diospyros melanida
Duosperma kilimandscharica	Duosperma kilimandscharicum
Dysoxylum fraseranum	Dysoxylum fraserianum
Dysphania pumilo	Dysphania pumilio
Echinochloa crusgalli	Echinochloa crus-galli
Elymus elongata	Elymus elongatus
Emmenosperma alphitinioides	Emmenosperma alphitonioides
Encholirium glazionii	Encholirium glaziovii
Erica blandfordii	Erica blandfordia
Erica cumiliflora	Erica cumuliflora
Erica longepedunculata	Erica longipedunculata
Erythroides anchorifera	Erythrodes anchorifera
Eucalyptus jenseni	Eucalyptus jensenii
Eucalyptus johnstoni	Eucalyptus johnstonii
Eucalyptus lehmanni	Eucalyptus lehmannii
Eucalyptus tetradonta	Eucalyptus tetrodonta
Eugenia desmantha	Eugenia dasyantha
Eupatorium purpureus	Eupatorium purpureum
Evodia madagascariensis	Euodia madagascariensis
Fimbristylis scabida	Fimbristylis scabrida
Fraxinus berlandierana	Fraxinus berlandieriana
Galium claytoni	Galium claytonii
Gentiana townsoni	Gentiana townsonii
Geonoma diversa	Geonoma deversa
Geranium lamberti	Geranium lambertii
Geranium macrorrhizun	Geranium macrorrhizum
Gilia opthalmoides	Gilia ophthalmoides
Gingidia trifoliola	Gingidia trifoliolata
Gladiolus quadrangulare	Gladiolus quadrangularis
Gladiolus watsonium	Gladiolus watsonius
Glechoma hederaceae	Glechoma hederacea
Glochidion fernandi	Glochidion ferdinandii
Gnaphalium luteo-album	Gnaphalium luteoalbum
Grevillea huegii	Grevillea hugelii
Grevillea montiscole	Grevillea montis-cole
Grewia brideliaefolia	Grewia brideliifolia
Gyrocarpus jacquini	Gyrocarpus jacquinii
Haplophyllum fruticulosum	Aplophyllum fruticulosum
Haplophyllum tuberculatum	Aplophyllum tuberculatum
Heliotropium linariaefolium	Heliotropium linearifolium
Henrietta fascicularis	Henriettea fascicularis
Heteropteris laurifolia	Heteropterys laurifolia
Hibbertia obtusa	Hibbertia obtusifolia
Hibiscus kirchauffianus	Hibiscus krichauffianus
Hippophae reamnoides	Elaeagnus rhamnoides
Hyophorbe americaulis	Hyophorbe amaricaulis
Hypericum richerii	Hypericum richeri
Hypochoeris glabra	Hypochaeris glabra
Hypochoeris sonchoides	Hypochaeris sonchoides
Hypoxis angustifoliia	Hypoxis angustifolia
Inga gracifolia	Inga gracilifolia
Ipomoea wolcotiana	Ipomoea wolcottiana
Iryanthera hostmanniana	Iryanthera hostmannii
Isodon rugosa	Isodon rugosus
Isopogon anemonefolius	Isopogon anemonifolius
Jacaratia spinos	Jacaratia spinosa
Juncus gerardi	Juncus gerardii
Justicia pohliana	Justicia soliana
Lagunaria patersoni	Lagunaria patersonia
Lecythis zabucaja	Lecythis zabucajo
Lepidium muelleri-ferdinandii	Lepidium muelleri-ferdinandi
Lepidosperma flexulosum	Lepidosperma flexuosum
Leschenaultia linarioides	Lechenaultia linarioides
Leschenaultia ovata	Lechenaultia ovata
Lespedeza dehurica	Lespedeza davurica
Leucadendron brunoides	Leucadendron brunioides
Licaria rodriguesis	Licaria rodriguesii
Lithocarpus conocarpa	Lithocarpus conocarpus
Lithocarpus cyrtocarpa	Lithocarpus cyrtocarpus
Lithocarpus pachyphylla	Lithocarpus pachyphyllus
Lomatium donellii	Lomatium donnellii
Lonicera tibetica	Lonicera thibetica
Lotus pentaphyllum	Lotus pentaphyllus
Luenea candida	Luehea candida
Lysichiton americanum	Lysichiton americanus
Lythrium salicaria	Lythrum salicaria
Mabrya rosea	Mabrya rosei
Magnolia portoricesnsis	Magnolia portoricensis
Malachra alceaefolia	Malachra alceifolia
Manihot grahami	Manihot grahamii
Marianthemum trifolium	Maianthemum trifolium
Maytenus oleodes	Maytenus oleoides
Melaleuca aricifolia	Melaleuca ericifolia
Melicytus macrophylla	Melicytus macrophyllus
Melilotus taurica	Melilotus tauricus
Meliosma thomsoni	Meliosma thomsonii
Melodinus novoguineense	Melodinus novo-guineensis
Mentha verticilla	Mentha verticillata
Mentha xgentilis	Mentha gentilis
Mentha xpiperita	Mentha piperita
Micropholis guianensis	Micropholis guyanensis
Micropholis magueirei	Micropholis maguirei
Microsorum cornwellii	Microsorum cromwellii
Minosa bimucronata	Mimosa bimucronata
Molinia coerulea	Moltkia coerulea
Musa salaccensi	Musa salaccensis
Myrica splendens	Myrcia splendens
Nemopanthus mucronata	Nemopanthes mucronata
Ochroma pyrmidale	Ochroma pyramidale
